From	To
P0A935	mltA
P23670	adc
Q7NSA6	adc
C4IX13	atp1b1
Q99MV1	Tdrd1
P22745	bam
C9K4X8	GSS
F1M4A0	Tjp1
P16856	vnfK
P16855	vnfD
O87496	sycD
P69066	sicA
O67931	sqr
Q9FNE9	ATXR6
P59226	HTR1
P59226	HTR13
P59226	HTR2
P59226	HTR3
P59226	HTR9
P33112	spaR
P33113	spaK
P03051	rop
Q9Z1Y3	Cdh2
P56931	E2f2
Q9UTN9	atl1
Q5IW40	hepD
P19060	6
P03819	kefC
Q02ML7	cas1
Q2LD83	ycgF
A6T8V8	KPN_01598
P49846	Taf5
Q27272	e(y)1
H7C7N8	p66
Q971J4	alaS
Q71B31	gag
Q0QLF4	ndhF
Q99JA4	Cysltr1
P62484	Abi2
Q88992	N
O70257	Stx7
O70372	Tert
P60066	adiC
Q8N3Y3	LARGE2
O95461	LARGE1
Q8BX10	Pgam5
O04153	CRT3
Q8EFJ3	nrtR
P9WQD9	kasA
A0A425BA78	dsbD
Q8IWE4	DCUN1D3
Q6XW05	ipgB2
Q9R8E4	map
Q9IVZ8	ORF2
P01501	MELT
Q61462	Cyba
Q6NYR1	p2rx4a
P58032	flpA
Q97ZH3	SSO0939
Q50888	carG
Q2IDH1	Adeh_2858
Q2IDH2	Adeh_2857
Q50887	carD
Q6DFI7	cdc16
Q9P7F8	get3
Q9HUK6	fimX
O94258	los1
P9WJN5	mscL
P68806	mscL
Q9Z0S6	Cldn10
P56857	Cldn18
P0AEH1	rseP
Q4WY07	get3
Q03689	het-s
O95750	FGF19
P49281	SLC11A2
P70208	Plxna3
P19243	HSP18.1
Q70KP4	HE
P0C0V9	HE
Q24171	ksr
Q87ID1	VPA0675
P39453	torS
Q50966	fbpC
P9WN39	glnA1
Q51742	argF
P13479	imm
P69380	fieF
Q76929	gag
A5HEI4	atpH
Q39193	SRK2I
Q9M9E9	SRK2C
Q9FLI3	AHG1
Q62717	Cadps
Q28175	RPE65
Q25519	ppo
O82777	sbt3
Q9DAK2	Pacrg
P12254	sigK
P26937	spoIVFB
O26771	MTH_675
O34757	desK
O34723	desR
Q58933	pstK
A9FD96	nos
B2RUS7	Abcc8
P47757	Capzb
Q8KAS1	mnmE
Q8YN91	mnmE
Q01668	CACNA1D
Q07279	Nfe2
Q5DW34	Ehmt1
O85142	rzcA
Q68EF4	Grm4
Q68ED2	Grm7
Q01405	Sec23a
Q10741	ADAM10
Q9X181	TM_1360
Q9DHW0	2L
P0C6U8	1a
Q95RR6	Pur-alpha
Q12053	aflC
Q5L3T3	tilS
D3ZFJ6	Lactb
Q72CX3	DVU_1160
Q00081	AGPS1
Q5V9A4	BM2
Q5V9A5	M1
Q81D71	BC_2508
Q9I9A7	cdt1
Q9KA85	BH2405
P63250	Kcnj3
P50533	smc2
Q9YHY6	ncapd2
Q6GN08	ncapd3
Q641G4	ncaph2
P03231	gH
O59010	PH1295
O54774	Ap3d1
C0H3R4	rsoA
O34843	sigO
D2KC46	PLEKHA8
P0AC25	focA
P18901	Drd1
Q9WZ49	ftsH
P03420	F
Q61851	Fgfr3
P28307	csgA
Q89246	X
Q9QMH9	x
Q9WVY4	linB
Q9KRE7	VC_1695
Q6URK6	CDH5
Q9LLC1	BCCP2
A0A1I9VT53	VP35
A9QPL7	VP35
O87540	mtrC
Q8CVD4	mtrB
Q5U349	Usp2
P23979	Htr3a
P70302	Stim1
Q38834	RPP13L4
O51614	BB_0671
P0AES9	hdeA
P11762	Lgals1
Q9JI70	Mkks
Q9DBI2	Bbs10
P54507	tasA
Q7L7L0	HIST3H2A
Q7TNL3	Stk40
Q94FV7	BAS
Q9I194	pvdQ
P20916	MAG
P60063	adiC
P14350	pol
Q9FZW3	gene
P39751	mbl
Q45087	pehA
Q89E26	putA
A8AAA9	atpB
Q8DKB5	ccmM
C8BL26	UL82
D3YRZ7	UL69
Q8IL11	PF3D7_1446200
Q716H4	1
O49413	IWS2
P62149	CALM
Q9JI15	Camk2n1
Q17UT5	X
B4EH86	BCAM0185
Q6DNE5	curH
Q6DNE3	curJ
Q6DNE7	curF
Q6DNE2	curK
P00514	PRKAR1A
O43572	AKAP10
Q9RUW8	rsr
Q9RSR1	pnp
P0C014	ubi1
P0C014	ubi3
P0C014	ubi4
P0C014	ubi5
P0C014	uep1
P37028	btuF
Q57130	HI_1471
Q57399	HI_1470
P44206	HI_1472
Q5SIT5	TTHA1279
C7G1W0	Cdk2
Q3KNZ1	Cdh6
Q8VDK4	Cdh13
P33150	CDH13
Q92478	CLEC2B
D3W0D1	KLRF2
Q9NZS2	KLRF1
Q7KTX7	park
F1MWD3	CCT5
Q3ZCI9	CCT8
Q3T0K2	CCT3
Q32L40	TCP1
Q8AZ57	GPC
D0RAZ3	pucA5
D0RAY6	pucB2
D0RAY8	pucB3
P97253	A1
D0RAZ2	pucB5
P26239	bchI
C9E3B4	spaP
P04616	rev
P80244	clpP
P03103	L1
P32508	Segment-2
Q9Z3B6	porB
G8HBG2	UL48
P06766	Polb
Q704Y3	Trpv1
Q1PHM6	env
P13127	CAPZA1
O23403	PPD1
A8ITK6	TEF3
Q9R207	Nbn
Q6NXW6	Rad17
Q9ZSA2	CPK21
Q38872	CPK6
Q9M101	CPK23
Q9I6V6	aer2
Q51487	oprM
P09616	hly
P26164	bchN
Q77PU6	U90
P23837	phoQ
P0A892	tusA
P0C0M0	iscX
P0ACD6	iscU
Q8XAP0	cyaY
Q8XE74	thiI
P0A6B9	iscS
Q9LUJ3	RDM1
P16328	fliD
Q5HLN6	tcaR
Q9XF89	LHCB5
P0DO20	mamA
Q61543	Glg1
Q62170	Selplg
Q5JU69	TOR2A
Q5SWU9	Acaca
P01594	IGKV1-33
Q9H900	ZWILCH
Q9J4B7	UL111A
Q05H60	MaSp1
Q16987	ADF-3
P0AG96	secE
P0AFC3	nuoA
Q56225	nqo10
Q8KNP3	tubZ
Q8KNP2	tubR
Q9H792	PEAK1
Q8BHB0	Nod1
Q8K3Z0	Nod2
Q9RZA4	bphP
P35620	flhA
P39740	fliT
P20487	fliJ
D7URV0	nphT7
P15037	Ets2
Q9RFC8	tspO
P24300	xylA
D5MNX7	pacIR
D0AB41	isp
Q58N30	10
P41784	prgI
P0A223	mxiH
Q3V096	Ankrd42
D3K5I7	N
Q6PJ61	FBXO46
P0A4U6	ntcA
Q7BSV8	etpG
O48946	CESA1
Q8W4J9	RPP8
P11345	Raf1
Q9HUS3	desT
Q0WV90	TPR1
P09978	hlb
Q6DNF2	curA
Q90063	capsid
Q9KCR8	BH1501
P62426	rpl7ae
P60780	rnp2
P54287	Cacnb3
Q9VWE1	et
Q9VWE0	dome
P22483	atpE
P02945	bop
Q93NW7	amphB
P15530	Cd79b
Q67PY4	STH1274
Q8S8N6	PLA2-ALPHA
P29283	ntcA
Q8R3L8	Cdk8
Q80YQ2	Med23
Q168G2	pccB
Q5LUG0	pccB
A0A0U5B5J2	pol
O13734	sgo2
O94328	mug118
P0A1S2	hns
Q46944	eco29kIR
Q5BJU5	Cnih2
O88602	Cacng2
P03594	ORF2a
P19970	frq
Q873J5	B9B11.040
Q3TCV3	Gsap
Q4W5X0	TOP3A
P0C0F6	rpfC
A7URS6	APL1C
Q7Q5N3	1276956
Q9GYW4	TEP-I
P31553	caiT
P32876	ATP5MC1
P32890	eltB
C3W5S3	NA
Q8U019	secY
Q8TZK2	secE
P71451	inlC
O49908	LOC107808322
P38054	cusA
P0A1I3	invA
P40702	spaS
P40701	spaR
Q91VD8	Pcdhb17
Q9SCZ4	FER
Q56WM6	ROPGEF14
Q9LZN0	ROPGEF7
Q1KS66	ROPGEF10
Q9YAZ5	pelA
D7PC21	dhpI
P70207	Plxna2
Q9X0Z9	gatA
Q9USL5	dom34
P37719	acsD
Q7K797	pab-1
Q9JJP2	Tp73
A3DBH1	rsgI1
A3DC27	rsgI2
A3DH97	rsgI6
O41094	A612L
P58152	minE
Q9AG19	minD
Q62264	Thrsp
G3H9D1	I79_006999
Q8T6I2	6039292
P24346	an3
Q9YAV0	tuf
P79063	sup45
Q8CII9	Crlf2
P16872	Il7r
P25396	tehA
P44741	tehA
P10820	Prf1
Q9FFA7	RUP2
Q7NKY3	glr1343
Q8LIL0	Os07g0271500
O46501	PRNP
Q95211	PRNP
P03744	37
Q54HG2	ctxA
Q3AF10	CHY_0413
O67198	ntrC1
B5XST9	rpoN
Q57623	nrpR
Q6LZL7	nrpR
P97299	Sfrp2
P13699	N
A4D2P6	GRID2IP
Q5JU85	IQSEC2
O54826	Mllt10
E7AJF8	iaa27
Q5SJG6	gfh1
Q8RQE8	rpoC
Q91ZP6	Ndfip2
Q9X0C6	hisF
Q71LX4	Tln2
Q920B9	Supt16h
P56716	Rp1
P03212	gL
Q9F6L0	sgraIR
Q6G9L1	mscL
O35350	Capn1
O29537	cbiX
Q72EC8	cbiKp
Q99543	DNAJC2
Q9LM25	HRD3A
P04756	Chrna1
Q8TZK1	spt5
C2R3K4	bcere0011_5790
A1E140	ROP18
Q9QZ85	Iigp1
P48437	Prox1
P23685	SLC8A1
Q2VPK5	CTU2
Q99KV1	Dnajb11
P08362	H
Q9GJT3	CDw150
P79005	taz1
Q9WYV0	uvrA
B8X8Z0	toxN
A0A024RBS3	NCOR2
P81412	polB
Q6TQR6	L
Q50756	hdrA
P47863	Aqp4
Q9ESN4	C1ql3
Q5JFD3	pcn2
Q5JF32	pcn1
D1MYR8	Cdc24
D1MYR7	BemA
A0JC82	noxR
O22607	MSI4
Q97W96	prf1
O95150	TNFSF15
Q93038	TNFRSF25
Q2VJ58	ifs
A7TZE6	Skint1
Q87TN7	trkH
P97798	Neo1
Q9EP97	Senp3
Q8C0P5	Coro2a
O34327	rapJ
Q59HN8	rapH
P60061	adiC
B3VMP4	8.5
O53654	MT0213
Q8T9B6	boca
Q8IG33	bmy-1
O28769	AF_1503
Q6INT1	ikbkb
P25306	TD2
P29678	MAP2K1
Q9UTJ8	rad50
Q97QZ1	pezT
Q46898	casD
Q46899	casC
Q06518	Nos2
Q72XQ0	celB
P15623	glnA
Q6LZD4	psmB
Q6LWU3	MMP1611
Q6M0L9	psmA
Q6LYS4	MMP0914
P26744	1
P26746	4
Q99PP7	Trim33
O22609	DEGP1
Q8GUN5	PHL1
Q02MM2	cas6f
Q02MM1	csy3
Q02ML9	csy1
Q02MM0	csy2
P10336	nifN
O27271	MTH_1203
O26779	rrp41
C6K2M8	VP5
Q9EYX5	zntB
P55288	Cdh11
B1WBR1	Gorasp1
D3ZEF4	Cul7
P69687	CP
Q9ZQI2	CASP3
Q9CAX3	CASP2
Q9FFZ7	CASP4
Q9LXF3	CASP5
P34036	dhcA
Q6CTI2	CSE4
Q6CL77	KLLA0_F05115g
Q6CMU6	KLLA0_E08647g
Q9AD92	chpH
P9WFK7	eis
P48003	pht1
P08190	fimG
P33426	ORF2
P20384	bin3
Q9JMI9	Trpc3
O44514	pmk-3
A0A1L8F5J9	grin1
P18564	ITGB6
P39075	bmrR
Q9C6M5	TEM1
Q9UTR1	mms19
P87154	pol2
P03697	exo
Q8ST28	ECU04_1440
Q8SVZ5	ECU03_1530
P0A1R0	hfq
P68440	VACWR118
Q9MCI8	eibD
Q80Y61	Baiap2l2
Q16570	ACKR1
P22290	PVDR
A8EVM5	Abu_1752
F7IVA8	SPO0030
Q0VNY2	ABO_1668
Q0ABW0	Mlg_0322
A0A0H3K9R3	rbcX
Q44212	rbcX
P00880	cbbL
Q9IFX1	ORF2
Q93DY9	mamA
D3UGE7	ureB
P9WJB7	espR
Q62986	Esr2
P50503	St13
P03502	NS
P19267	hmfB
P10201	CVC1
Q9HGT6	SES1
P63277	Amelx
P16050	ALOX15
P19573	nosZ
O88188	Ly86
A4IFT3	LY86
Q9JHF9	Ly96
Q6IV62	touE
P12554	HN
O23530	SNC1
Q87GE5	VPA1370
F1NHE9	KCNJ12
F1LSX7	Exosc5
G3V6K3	Exosc7
P0AEA4	csgG
G1TC62	NOX4
Q9RMS5	phzR
Q5ZS31	icmW
Q9QUK4	Naip2
Q9R016	Naip5
P72151	fliC
Q7N5J4	fliC
Q7NVC1	prgI
Q9JIB6	Naip6
A1JSQ1	fliC2
P0A0L2	entA
Q62656	Ptprz1
Q63198	Cntn1
B9EKR1	Ptprz1
B1YAL1	fbp
F9VMT6	fbp
P31892	hoxK
F2Z6J5	hoxK
G0WXL9	csh
Q9NUS5	AP5S1
E9Q6R7	Utrn
Q786F2	H
Q3IYC4	cbbX
Q3IYC3	cbbS
Q3IYC2	cbbL
P40742	ylxH
F5H9D8	vIRF-4
P56523	clr3
O14246	tpz1
Q7T9D9	GP
Q8VC56	Rnf8
G4RKV8	TTX_1576
Q6IUF8	L
P18541	Z
Q6P6T5	Ocln
Q7TPD1	Fbxo11
P43455	ntpG
D1JBK2	mcrB
Q9ICW1	gp-C
Q6CPM4	KLLA0_E03807g
Q6CPB9	KLLA0_E06073g
O94228	SKP1
Q6CRD4	KLLA0_D09977g
P49379	CBF1
B7ZC96	kcnma1a
Q6BBK3	cp12
Q184A3	CD630_09540
Q9I297	liuB
B6A876	chi1
Q8GCC1	btubB
A6MUT7	Met
Q95XS0	eri-5
Q9GZI7	eri-3
G5EEH0	rde-1
Q19731	ekl-1
Q93413	drh-3
G5EE53	rrf-3
P17312	17
Q6U9F0	16
P17311	16
P68928	1
P71001	phrF
P71002	rapF
P14204	comA
P13264	Gls
D3Z7P3	Gls
A8WHX9	kcnh3
Q8GXX7	ZFN1
Q62048	Pea15
P27881	Hk2
P9WP15	ddn
Q5SPL2	Phf12
P25718	malS
E6Z0R4	B11C_100027
Q9BVA6	FICD
Q8E9K5	fic
Q7DDR9	NMB0255
A0A0E0TGM2	uvrB
A0A0E0TG05	uvrA
Q60793	Klf4
Q9CAD5	YDA
Q13572	ITPK1
Q9DCC8	Tomm20
F4IHS2	SYD
Q6EVK6	BRM
Q91YE6	Ipo9
Q2RIF4	Moth_1475
Q2RIF6	Moth_1473
Q2RIF5	Moth_1474
Q2RIF7	Moth_1472
Q3E829	MHF2
Q9K0U9	tbp1
Q9K0V0	tbpB
Q60698	Ski
Q8VI24	Satb2
E2JF22	Piezo1
Q9DAN1	Pdilt
Q62287	Adam3
Q9D9Q6	Calr3
Q9XVR6	otub-1
Q8BUH8	Senp7
Q47511	mccF
Q8MSQ4	Mekk1
A5K4U6	PVX_092040
O97161	TPx-1
Q6I1X8	bclA
P41159	LEP
Q8VSD5	ORF169b
Q186B7	CD630_22300
Q9KPL5	VC_2352
Q07340	acsC
Q07341	acsD
Q8MRL1	BcDNA:GH25462
P78972	slp1
Q9WYC4	TM_0288
G5EF60	stim-1
Q700C7	SPCH
P0ADE4	tamA
D2TN56	tamA
O74465	hrr1
Q09813	SPAC2G11.14
O14227	rdp1
O94717	ers1
E0SJQ4	Dda3937_00520
B9UPE7	E6
A8QW55	AUREO1
Q87ID2	VPA0674
P61829	OLI1
P15389	Scn5a
Q99NH8	Trem2
Q89YR8	BT_4663
H6VQ94	Kcnn2
Q99JA0	Calca
P22227	Zfp42
Q99NC0	Vgll1
A8R7E6	CERK1
D0RMU8	HIMB114_00013280
A0A0H3CDG5	pdeA
Q9SZI3	NPR2
P35498	SCN1A
Q45664	sbsB
P28324	ELK4
P15823	Adra1b
Q5QF96	SLC14A1
Q9Y7D0	lovC
P10105	lab
P09087	Abd-B
Q8DKB2	ccmK2
Q8DII9	ccmK4
Q8DKB3	ccmK1
Q8R4D5	Trpm8
Q8R455	Trpm8
Q8KLM3	staL
Q8TSG7	MA_0829
A4I8P2	TDR1
Q3Z5K2	clcA
P98005	caaA
P04893	3
P26745	2
Q8SQL8	MCM7
Q8R4B8	Nlrp3
P35462	DRD3
Q7Y3F1	orf11
Q9S5X0	hppA
Q9KFY3	BH0337
Q9KFY1	BH0339
P22869	mmoX
P18798	mmoY
A3DJ37	Cthe_2767
A3DJ38	Cthe_2768
P33173	Kif1a
P56528	Cd38
G5EBR3	glc-1
Q3UP24	Nlrc4
Q7Y3F0	orf12
P03228	BARF1
Q8R007	Nectin4
P87249	hapB
P87092	hapE
Q90477	myod1
Q9I9K1	her7
Q90463	her1
Q6P0J1	hes6
E5KUH3	WND2A
B9GIS7	WND1B
F1T115	PtVNS10
A9PDI0	WND1A
P01965	HBA
Q9NEZ7	bbs-1
Q8TA52	ift-20
O01514	bbs-9
G5ECZ4	dyf-2
Q9XW70	osm-12
Q17604	lab-1
Q9X024	nnr
Q8K4Z3	Naxe
P94368	nnrD
Q9PVK1	ADMP
Q1R2T5	hlyA
Q52VH2	bapA
P0C077	relE
B2CML4	APOBEC3DE
H6QM75	NA
H6QM85	NA
Q9WYT0	thyX
Q8Y5K1	lmo2059
P03435	HA
O35235	Tnfsf11
O08712	Tnfrsf11b
P06802	Enpp1
P9WHE3	rplL
Q5SWZ9	Pld6
Q9VKD7	zuc
Q8R6L9	mscS
Q9WXF2	recN
Q9KNE0	VC_A0025
A7XGN8	LOV1
P25926	nirC
Q8R5F7	Ifih1
Q58439	corA
Q4QEN5	LMJF_16_1310
O08665	Sema3a
Q88E10	mcpS
P23756	rbcS
Q91XJ1	Becn1
O88763	Pik3c3
Q5JII1	Tk-hypD
Q5JII7	TK1993
Q5JII0	Tk-hypC
Q9US45	med6
Q9P6Q0	med11
P70313	Nos3
Q9DCN2	Cyb5r3
P21701	N
A8MYU2	KCNU1
P07636	A
Q56993	hmuV
Q56991	hmuT
E1C1U1	RLBP1
Q80VC9	Camsap3
Q7TNS8	Epop
P35259	VP35
Q800Q4	rhoab
A4QP34	antxr2a
G0RZX9	CTHT_0008010
Q7TMF2	Eri1
Q9EPU0	Upf1
Q9QXA5	Lsm4
P16778	UL37
Q1R3B6	groL
Q3J126	RSP_0332
P56874	ureI
P13765	HLA-DOB
O15971	Rab10
P03437	HA
A0FCI1	HA
I2D7A8	HA
A3CWV0	Memar_1924
P0AAM1	hyaC
C4LYV4	EHI_010670
Q24816	RACC
Q775D7	bbp7
Q08232	DSC2
O14368	hsp16
E1BQ43	TTL
B2ACC7	het-S
A7LCX1	MDA5
D9N195	MDA5
H0Z993	IFIH1
E1BJZ0	IFIH1
Q8IV48	ERI1
Q08636	ntpA
Q08637	ntpB
B2RUR8	Otud7b
O28024	AF_2260
Q8DNI9	scpB
Q8TZY3	PF1842
Q1XH17	Trim72
Q9I7U5	Cnb
Q9H4G4	GLIPR2
Q7CWV1	telA
Q8U1S7	cmr3
Q8VL32	cylR2
P03451	HA
Q61301	Ctnna2
Q970U6	argX
Q5SH23	lysX
Q976J8	lysW
P07700	ADRB1
Q97WV8	cas6b
Q8NHV1	GIMAP7
G5E852	Jak2
P42532	SLN
O36972	A238L
K0BRG7	S
A4IKE6	GTNG_0418
Q9RN43	tcdA
Q9NR97	TLR8
O33348	relG
Q5H9F3	BCORL1
P94416	phrC
P96649	rapI
C7FEG7	H1
Q89VT6	bsr0959
A9CHM9	Atu2571
A0PGB2	TAP75
O67140	selA
Q8CFN5	Mef2c
O95727	CRTAM
Q8VE98	Cd276
Q03PY7	ecfT
Q03PY5	ecfA1
Q8CI75	Dis3l2
O32080	ktrA
O32081	ktrB
O54901	Cd200
Q6DQ34	HA
Q207Z6	HA
Q5EP31	HA
P35639	Ddit3
P97411	Ica1
Q63054	Ica1
A8HWY8	HA
Q9HXM5	guaB
P21213	Hal
P0ABN1	dgkA
Q9W4M7	tyf
G0SDN1	CTHT_0052370
G0SHK5	CTHT_0070340
Q62280	Ss18
E9Q4N7	Arid1b
Q61103	Dpf2
Q79791	gag
Q3J677	appA
Q3J179	ppsR
P00183	camC
Q9UI42	CPA4
P00730	CPA1
P95029	fas
D5NWJ8	HMPREF0281_00958
Q9DB91	Med29
F2QVG4	AQY1
Q9QXE7	Tbl1x
Q8BHJ5	Tbl1xr1
B9K0V9	Avi_5372
Q6NCB2	MCD
Q1LJK6	matA
P31602	citS
Q8RGD7	atpE
Q8RGE0	atpA
G0S6M7	CTHT_0026760
Q8Z6A7	cdtB
Q8Z6A4	artA
P02701	AVD
P06437	gB
O88273	Grem2
P03139	S
Q91XL1	Lrg1
C5AP93	meaB
Q9MC13	1
Q9ERL7	Gmfg
Q4KMI8	plk1
P06624	MIP
Q9UTI3	ard1
B6A879	chi2
B6A882	yenC2
P54830	Ptpn5
A5JGM8	bont
Q9A2T6	CC_3470
H7C7G9	CC_1078
Q9AA62	cpdR
P0CAW8	ctrA
B2CQK1	RYP3
B2CQK0	RYP2
Q6NPA6	par-1
G0S0E7	NUP120
G0SER9	NUP84
G0S2G1	ELYS
G0S2X1	NUP37
G0SDQ4	NUP85
G0SA60	SEC13
G0S9A7	NUP133
G0SAK3	NUP145
R4P0T2	Tmari_1263
Q9X0Y6	TM_1259
Q9Y2G1	MYRF
C0HJH3	SclB
C0HJH4	SclA
O66465	mraY
Q72IM4	TT_C1108
Q5JID0	TK0986
Q960N3	cort
B7UNX3	E2348C_1041
D2TT37	nleB1
F4ICX9	TSA1
Q9LTT8	VCS
E5ARL7	rhiE
Q0FPQ4	hpbD
T2BRU3	CP8
T2BRA8	CP14
T2BQ67	CP15
T2BRU8	CP6
Q9LRI2	NTCP-23
Q8JGS1	stil
E7FCY1	cenpj
P0A917	ompX
Q8GAV3	ecxB
A0L9W2	Mmc1_2254
P21184	fliC
Q8U4M2	flpA
Q9D0A3	Arpin
Q3ZLH6	env
B8Y6I0	PPR10
Q9KHK2	encM
Q2N0S6	env
I1HB13	100843557
Q9STF9	THA8L
Q01244	sctC
P14206	Rpsa
U5KVR9	Cep63
Q3UPP8	Cep63
Q7M6Y5	Deup1
P9WGR1	inhA
Q8C456	Wdpcp
R4NN21	HA
Q91F56	M
Q9HCE5	METTL14
E9PWQ3	Col6a3
P03646	H
Q1D2U8	MXAN_4867
Q1D6Z9	MXAN_3377
G3C9P1	RxL44
Q5SQX6	Cyfip2
P49860	4
Q9FII5	TDR
P26928	Mst1
Q8CIP4	Mark4
Q9WUD2	Trpv2
Q8X831	nleH1-1
Q5BBX1	vosA
C8VTS4	velB
Q8C3P7	Mettl3
Q8C0V1	Terb1
O70576	Stag3
Q94IF5	PPLFY1
P20028	RpI135
P52592	S1pr2
Q99P72	Rtn4
O08807	Prdx4
Q5NCS9	Mief2
Q8BGV8	Mief1
P54841	Mafb
O64687	TIFY
Q8CFH6	Sik2
P33487	ERABP1
Q9JL04	Fmn2
Q2G506	atm1
P04318	VACWR117
Q8TZC3	tip49
Q79LY0	hopD2
F8SJR0	028
B3FK34	201phi2-1p059
P94772	hecA
A8ASG6	pufM
O50329	trwM
O50331	trwJ
O50334	trwH
O50335	trwG
O50333	trwI
G0S5V2	CTHT_0033730
P9WJ73	Rv2179c
D4A4K3	Atg14
Q8VD65	Pik3r4
O08547	Sec22b
P31891	hoxG
Q2NJQ2	AYWB_224
Q683D7	MAF5
Q9XY40	RBP16
Q582G4	PRMT7
P46580	prmt-5
Q3TQ03	Ciart
Q9D103	Ifitm1
Q91WT9	Cbs
O70361	Per3
Q8BMT4	Nrros
Q9XGM3	RPS4
Q8Y125	popP2
Q52432	avrRps4
G0RXS6	PRT1
G0SGX1	CTHT_0067870
Q7L1W4	LRRC8D
Q8IWT6	LRRC8A
Q8TDW0	LRRC8C
W0TA43	ATG13
C5DB94	KLTH0A00704g
D0MK34	Rmar_0038
D0MGW1	rplP
Q9H6W3	RIOX1
Q7SDP4	par-2
A0A0H3JRU9	pycA
Q9JI10	Stk3
P0A384	petB
A5HZZ4	ha70
A5HZZ5	ha17
A5HZZ6	ha33
Q45914	ant
B7ZNG0	Kif7
Q9ZGI3	pikAIII
E9Q4Y4	Cep192
Q8ZRW0	lptD
Q83SQ0	lptD
A7XY94	grin2b
Q9WY26	TM_0182
P0CF65	CRBN
P17870	ARRB1
Q9U0I4	PF3D7_0410400
Q8IDB6	PF3D7_1359300
Q8IKX8	PF3D7_1449700
Q80X73	Pelo
Q69ZS7	Hbs1l
O15551	CLDN3
Q9JI59	Jam2
Q9IK91	P/V/C
O90156	nef
Q306M3	nef
Q95QK3	jmjd-3.1
Q93705	unc-3
Q47PJ1	Tfu_1592
O45189	sup-12
O55236	Rngtt
G1K2L5	tp53
Q89G85	bsr6460
F9RBV9	VIBRN418_06191
B0SR19	LEPBI_I1613
O94542	SPCC1322.02
Q9UUA8	SPBC409.16c
Q9URU2	dna2
Q06182	swi10
P36876	Ppp2r2a
P0AE95	csgE
Q8BPQ7	Sgsm1
Q80U12	Sgsm2
Q9R0M6	Rab9a
Q9WRS7	MCP
Q8RWY5	HRA1
O00712	NFIB
D2ZZC1	pnuC
Q1MTN9	rlf2
O13985	SPAC26H5.03
A0A0H3GQ79	KPHS_27900
E1C3A0	BEST1
P62973	RPS27A
P62973	UBA52
P62973	UBB
Q5SWW4	Med13
Q8VBV4	Fbxw7
Q72J04	TT_C0977
P20103	nisB
P0AC51	zur
Q73VY8	MAP_2873c
C7Z7K1	NECHADRAFT_66456
A8IQT2	CCDC40
A8JF99	BBS3B
H6QM90	PB2
Q5V8X3	PB2
P83351	snap-29
P37091	Scnn1g
Q8CJ91	Cd209b
Q9HU15	fabY
A7Z6E3	fabD
Q86YL7	PDPN
Q8DNV9	ftsZ
Q8DR55	mapZ
Q9KPS1	nqrA
I6XHI4	fadA5
P22194	sds22
Q9UT08	paa1
Q12702	pab1
P31069	kch
P35367	HRH1
Q9Y5N1	HRH3
P51436	Drd4
P08172	CHRM2
P62943	FKBP1A
Q9NRY4	ARHGAP35
Q9ULQ0	STRIP2
G0RUC2	env1
Q91WQ3	Yars
Q9Y4C1	KDM3A
F2Z619	YALI0_F00924g
Q72GS0	TT_C1778
Q72GR8	TT_C1780
Q72GR9	TT_C1779
P62812	Gabra1
P54921	Napa
F1MNN4	FBXW7
Q81BL7	tspO
Q7MSJ8	mccA
G0RYC2	CTHT_0006170
Q93KQ6	yopO
Q6IQ20	NAPEPLD
A0QNK4	MSMEG_0076
P9WJD9	espB
P39301	ulaA
P26806	gag
Q70AZ6	tcp12
Q8RN04	cyp165B3
Q70AY6	tcp22
Q2EEY0	TLR9
Q5I2M5	TLR9
E2RJV1	AMOT
F1PFK4	PARD3
Q9FFJ8	LIMYB
Q9LFS4	NIK1
Q99ZW2	cas9
Q99ZV9	csn2
Q8BLU0	Flrt2
Q6P988	NOTUM
Q9VUX3	Notum
P55200	Kmt2a
O88992	C1ql1
P97953	Vegfc
O16810	Orc1
Q9Y1B2	Orc6
B6YWB8	csm1
B6YWC1	csm4
Q9P1Q0	VPS54
F1LSG8	Vps50
Q6CWK2	ATG13
Q6CS99	ATG17
Q8I5R7	proRS
Q24592	hop
G2Q2S2	MYCTH_2296711
Q9S573	FIIR2
Q9S574	FIR2
Q53W05	cmr5
N0DKS8	NaR
Q18297	trpa-1
O75762	TRPA1
G1DJ77	TRPA1
Q5UM15	trpa1a
Q8BLA8	Trpa1
Q5UM14	trpa1b
Q6RI86	Trpa1
Q8BMD2	Dzip1
Q4J9K8	Saci_1175
Q8IDQ2	PF3D7_1343700
Q8I3V5	PF3D7_0515300
G5EG83	zen-4
P10050	N
Q91YS8	Camk1
Q6NW40	RGMB
Q61585	G0s2
Q9DBL9	Abhd5
Q2VPD4	Arntl2
Q5UPL2	MIMI_R135
O13978	mug66
O94760	DDAH1
A1YPR0	ZBTB7C
A0QND6	dnaN
A0QX55	MSMEG_3178
G0S666	CTHT_0034350
G0SET4	CTHT_0059630
G0RZB7	CTHT_0002400
G0SGL4	CTHT_0066750
G0S6Y1	CTHT_0027270
G0SGZ5	CTHT_0068110
G0SG92	CTHT_0065500
G0SA56	MLP1
Q9WY65	ecfA2
A0A0B8QZ10	ecfT
Q7Q2T8	1278415
Q9HX08	ubiX
A2QHE5	fdc1
B9WJ66	FDC1
Q6N5G3	phyB1
O23346	HISN5B
